text,toxic
rt deve difcil olhar cara feia ficar vacuo kkkk,1
"pr ? ? ? ? querem criar minotauro , aquaman , ariel ?",0
mdico babaca vi vi filho puta mano q dio,1
"fala fala fala fez pior , segurada gatinho",0
boiola vcs,1
"pena vdd , maconha gente kkkkkk",0
normani revelou ariana grande encorajou durante gravaes 1 lbum grande importncia nele . parceria rampb perfection vem ? confira,0
"musa veneno , tereza cristina , conhecida tambm ministra agricultura , liberou 51 agrotxicos . desde iniciou governo bolsonaro , j liberados 262 venenos . recorde ltimos dez ano .",1
"fale musica ruim 21 pilot , morra fdp",1
foda ficar pau duro cala linho esconder,1
porra to quase fazendo bolo,0
"calma ! hacker vazaram conversas , quer dizer so verificas ? algum ajude nessa incgnita .",0
"tudo pra dar certo hahahahha ce t boa ! fez filho agora embala , !",0
dou pala c video pqp,1
rt presena confirmadaaa dia 10 pau vai quebra,0
rt falta pontualidade algo deixa puto,0
to vendo q final semana vou sumir kkkk,0
pago pau pra amizade,0
entendi nada,0
"rt , tucuru cu",1
fala oq mano cansei fala dessa porra,1
pensa bixa realizada,0
"olha .. gosto mulher , preta , branca , azul , rosa , magra , malhada , gorda , gosto mulher . mina gordinha corao , sei l , prefiro",0
d cima mim r,0
"queria comeback exo promoes decentes , quero solo exosc promovidos merecem , quero junmyeon jongin tambm solo , s ... porra sm trabalha direito inventar mrda carlho sm",1
rt ia brotar vj hoje vai ter davizinho quero mlk v tomar cu,0
"vsf tadinho vc pq n vai receber atenao qnd pato , porquinho tortuguita .",1
uma q sao mo vagabunda 1 me divisorias ja tao tudo rasgada kk,1
maldito asco .,1
rt amm laura prepon,0
pqp ltimo set aaaaaaaa,0
tute canalha 1criminaliza instituio caixa crime funcionrio mando outro criminoso . 2cita nome ceo pra animar plateia ! 3joga lama bndes onde est provado lama ! pessoa lamentvel ainda quer passar profissional .,1
"carai , queria caf manh assim",1
rt puta merda lindo demais,1
glorioso senhor todo poderoso maior toda foras possibilite assistir show dessas mul nessa vida,0
"rt mano macho s serve pra babaca intil , deus livre",1
disse saquearam petronas traje saqueando judicirio . canalha .,1
faz uma trs semanas preciso limpar casa . viajei durante duas olha c casa fazendo nada criando coragem tal . poeira ? j faz parte mago . ob . sei mago d tom intenso frase,0
"paro pensar nesse rabo . doido pra chupar todinho , pqp ! mamada ? ? kkkk",1
t frio pqp,0
"sei tudo nessa vida certeza passa , vou deixa vontade passar ...",0
"algum parar stf . eduardo bolsonaro stf lixo ! , escreveu outra postagem . fonte",1
"38 147 pm gabriel burgus safado q t ressaca ? 38 147 pm gabriel burgus safado porra 38 147 pm gabriel burgus safado sei 38 148 pm gabriel burgus safado bebeu pra crlh 38 148 pm gabby poi , to mexx",0
pqp esttica sonhos ......,0
respeitaaaa caralho voleinaglobo,1
rt carol condessa igor ferraz n cansa passar vergonha insta n ? cara acha q dinheiro pode falar mal zoar,1
"indo fazer coisa , ai lembro posso fazer .",0
rt meme,0
"ontem comearam tirar capeta pessoa atras casa aqui , mo gritaria porra , 3 horas madrugada , vo acordou colocou som ultimo modao sertanejo , pararam rapidinho , parece demonio nao gosta modao sertanejo",1
racho viado trabalho kskskks,1
rt pf vai prender queiroz ? ? ? ? ? ? ? mandou matar marielle ? ? ? ? ? ? ? ? ? ? ? ?,0
trs menor pra gente ver hein sdd puto,0
rt porra q nervoso qm fica falando bvio,1
pau ta quebrando rm,0
acaboooooooooooooooo ... acaboooooooooooooooo ... celaaaaaaaaaaaaaa ... celaaaaaaaaaaaaaa ...,0
"deveria n , ai mora luta diria",0
facilidade perde coisas pqp,0
dizendo pra cris s ficou causa doena ama cris joana idiota porque voc ta fazendo ?,1
03082019 125818 mari cortei cabelo 03082019 125828 mari 10 dedos 03082019 125830 mari t nervosa 03082019 125844 thalya toma cu mariane 03082019 125850 thalya coragem,1
"tava pensando aqui porra , ainda bem ninguem quis tava sozinho pq puta q pariu , nunca sent tao feliz completo ter alguem comigo , mulher perfeita vou enaltecela infinitamente ....",1
carai pai consegue torturar matar prpria filha gtgtgt6 anosltltlt,0
"cara torce atlticomg mano kkkkkkkkk . amigo , ronaldinho gacho fez vocs ressurgir novamente .",0
menos idolos ainda conosco,0
"sofrimento universitrio incio fim faculdade . comecei curso revirando lixo lojas pra fazer coisas c. edinei maquete , termino faculdade revirando lixo lojas pra pegar caixa pra mudana",0
magoa carai,1
"rt jimin fingiu abrir porta corao tae entrar l dentro , soulmates dividem corao",0
"moral , t bem , q porra t acontecendo sade aaaa",0
rt bglh enfiar toda expectativas cu viver suave,1
thread prova coisa melhor casal sapato nessa vida gente s defender,0
filtro,0
vai logo caralho,1
puta merda nunca to feia quanto hoje,1
"kkkkkkkkkkkkkkkk brink gente , pensa outra coisa",0
"unica opinio insignificante passa retardada acha vai influenciar alguma coisa lei governamentais constituio , democracia quer saber terroristas slo brasileiro , voce gsta terroristas coloca champinha casa",1
rt ai paula puta pariu,1
"desde cedo rua resolvendo coisas , s queria praiar pega solzinho laje",0
mano vai tomar cu saiu jojo battle royale jddiiscidk merda pqp,1
arrombado kkkkk,1
", tempo bom . agora s lixo .",0
d chegadinha aqui pra ver processinho lucrativo calnia difamao vocs podem iniciar contra,0
rt pouco feio,1
pqp to mta vergonha to triste,0
1300 resolvo ir banheiro j viado safado piroca mictrio querendo banheiro plmdds,1
mano pqp namorada estressa tanto tanto acho vou pular janela ! ob pena alta janela affs !,1
rt caralho quanto escuta musica grave fica surtei,1
rt muitos ano cheguei erta idade,0
receita aumentou ! real desvalorizou demais portanto converso parece dinheiro ...,0
hoje t igual meme . puto gordo,1
voleinaglobo brasil venceu 2 primeiros set enfiou outros cu,1
ai anjo sai dessa bolha,0
sim copia partio hd pro ssd pau,0
vc idiota fracos comediantes . ainda percebeu mudana comportamento povo aps sada pt .,1
iria ficar nojo r,0
conceito comprar muitas coisas baratas invs poucas coisas caras agrada,0
puta pariu difcil demais usar pontinho interrogao ?,1
deve bem coisa paulista,1
aqui bom jesus frio caralho ba,0
rt criana identificava tanto matilda,0
trajado sufgang assim gosta,0
colocava clone casa mesa sentava sandra lana pq neh,0
"pannunzio , sabe analfabetismo funcional ? ministro referiu mural si paulo freire feio . voc tenta lacrar , sabe interpretar texto .",1
manooo esqueci ovo fogo pqp torrou merda,0
"ue , eliminamos corinthian cdb ano . santos 17. sp passa liberta quer zuar kkk ganham paulista desde 2005 , at ituano j ganhou sp kkk",0
deusa,0
aw carai voz ta voltando,1
fizesse voce fez comigo n iria gostar,0
"demorou , bom chegou .",0
usam terno batem recorde audincia so perseguidos sistema pessoas madrugam assistindo f deixam transar pra assistir turma t sempre murilo turma .,1
jogo caralho amigo mulheres so fodas,1
dear white people deu puta murro cara,1
poxa dar like tweet feed atualizou dei like outro tweet completamente diferente q porra,1
krlhooooo achei pohaaa vtnc mundo foda,0
ouvindo whistle ltimo tomara q casa exploda,0
perderam show puta ontem,1
"rt tempo pra disputar nada ningum . tempo pra melhoria , progresso .",0
jack msm msica agr sei flodar grande dia,0
diferena q cobraram boa partida contra alt.m classificao copa brasil . demo nfase torcida cocota q obrigao ganhar fizeram q aceitam perder aff . ladainha caralho . ainda cobraram cara errado ainda patrik,1
"pra manh n , parece porque fico dia inteiro naquela praga fazendo prova estudando",0
"cara s v filme chato realista cannes , vem encrencar fico . puta gente chata .",0
s quero pais deixe burro entenda outro pai quer,1
custa ?,0
"meta estudos precisa difcil cumprir , realista . meta baixa deixa folgado otimiza tempo . meta excessivamente alta deixa frustrado , poi repetidas vezes voc vai atingir .",0
goy quer use ? ? ? quebra vento ... ousado .... tubbo ... mochila company ... pooo tempo .,0
chegou hora . correverdevaldo,0
"algum , alm mim , consegue morder lngua dormindo ? ? ? pqp !",1
"so dm , pqp",1
"tudo aconteceu vem maior cara pau , puta pariu",1
"trago flor , cima flow queria dizer , ainda existe amor",0
caralho to maior brao,1
"ol , disse , canal desmonetizado engano , contedo original , j sido aprovado h poucos dia , verifique caso favor , justo . ajude",0
joga qq coisa online 150 ping ? vai tomar cu,1
rt acabei ver trailer 13why terceira temporada porra to fazendo srie deveria ter parado,1
porra sumiu,1
bozo roubou inaugurao aeroporto estadual vitria conquista,0
"pro sbado bom , soo falta pica qualidade kkkk",1
to acompanhando thread surtando amor absolutamente todos casais,0
carai faz un 10 ano vou circo,0
dormi p caraio,1
fav primeira impresso babaca nvel proximidade 0 10 0 apoio mensagem pra voc odeio desgraado ppp dm fav maroto pra n interagir,1
"olha coisa linda , cheia graa ... seorita surgiu inspirada clssico tom jobim . conhea histria",0
rt netflix q porra eh q vc fez cdz,1
"s queria ir apresentao daniel alves , pedir ? ? ?",0
"hahahah verdade , importante cuidar sorriso , ok t tudo certo kkkk",0
q proerd perto vc,1
"impeachment ministros , senador ? sabemos vc aspone criminosos renan portanto qualquer coisa vier vc malandragem . bator canalha",1
t errado pronto,0
olha big moleque novo ...,0
mano pqp aula chata menino senta frente ok mexe celular cubro gatinha kkkkkk amo piaaa,0
"hora ajuda qm ta fundo poo ngm ta ai , dai eh so fala q vc 1 amigo vdd q renasce cinzas p cobra",0
"cara , jr dorme demais , fico puta",1
namoral hj t sentindo feio pqp,0
tia falando pra traduzir mensagem gringo mandado pra facebook s servidor falando pra atualizar aplicativo,0
rt ajudem votao merecem ganhar caralho mpn nowunited uniters,1
rt todo mundo vai sofrer eh msica resume vida kkkkkkkkk pqp,0
"rt , lendo carta pro outros ...",0
"perder cu arrombado , jornalismo lixo ! ! imposto roubo",1
tinhas glow diferente,0
"acho hoje consigo assistir ltimos doi eps friend faltam pra acabar , tomei coragem",0
cara fico bobeira pin cada coisa conta pqp,0
rt surto dp fico nada acontecido kkkkk,0
odeio laysa kkkkkkkk pqp,1
rt vamo escrever cdigo pras meninas descobrirem gente t falando hurrrr durrrr,0
buceta pra q n pra chupar,1
"at hj n sei merda , s vejo esquerdista fala sobre .",0
"celular dessas menina deve feder bosta , tannnnnnnto q enfia cu pra danar",1
cala boca caralho ningum liga,1
pais acabaram foder puta vero esqueam,1
filho hlcio,0
to amando porra cabelo novo,1
kkkkkkkkkkk real,0
fica normal olhar loca mentalmente normal caralho,1
rt gostoso caralho,0
vagabundo t fudido ... kkk,1
"ok , acho voc entendeu . sus , samu dentre outros servios aqui so maravilhosos defender significa achar est bom jeito est , sim correr atrs cobrar melhorias funcionem forma deveriam .",0
agora qu3 lembrei sonhei at porra . nojo,1
"queria saber pq mae incomoda tanto cabelo , tipo , cabelo quer ficar falando deixar kkkkkkkk sai , porra corta cabelo baixinho erra",0
h hora comer cu tyler joseph,1
irm falou pra mim ai comecei zoar perguntei convite pra dar beijo nela puta merda ficou nervosa demais morro kkkkkkkkkkkkkkkkkkk,1
"indgena safado vergonha , militante pt",1
"gentinha fonte lixo tera livre antagonista creiam defensores fraude chamada carluxo pavo misterioso , toma vergonha nessa cara , desqualificado .",1
nunca bebo porra drink,1
n adianta vim wpp pedir desculpas,0
"vo p festa roger mina tacou bebida mim , serum q cao nao viu la embaixo cacete",0
rt gente super choque pode aparecer temporada stargirl nova srie dc universe . to gritando ? ?,0
mande comentrios pra ajudar votao army flop mpn army bts boywithluv,0
tmj cu mlk kkkkkk prxima vez vai hein kk,1
"srio p , super respeito povo igreja tal , caralho povo chato ! j disse mil vezes quero ir , ai hoje audcia falar escolhendo caminho inferno kkkkkkkk aaa vo fuder mosso !",1
"sei mt bem n novidade f coreanas so fdp , vzs simplesmente n aguento surto .",1
"rt mano , podem passar 15 ano , raylla continuum mesma cara cu sempre , pra reconhecer longe",1
lsbica ? deixa q taco pika q vira mulher rapidinha encosta dedo mim querer pra ver corto pinto fao engolir,1
ilude vi florzinha,0
"carioca , sambista , morena alma negra portelense flamenguista maior defeito ? htero",0
"pqp vox estao ouvindo berrrrrrrosszsssssss to surtandoooooooooo pqp hyeop agr ta empresa logo woollim amooooooo pqp to chorando , bebe aaaaaaaaaaaaaaaaaaaaaaah debut vem , pqp hyeop amo , putz momento ningum seguraaaaaaa",0
lol forte carai,0
pode divulgar assim ?,0
fica puto nn urubuzinho alemo tambm gosta ouvir mc poze ..,1
gente vamos supor faa vdeo letra bio euphoria vcs acham apenas jungkook utted todo mundo pode participar ?,0
rt jogo free fire pra desestressar volto puto ainda,0
"amanh diaa , ainda pegou ingresso , ainda d tempo comprar barato , s falar comigo scios ! vemdesainha",0
rt marcelo caralho enfia pastelao cu,1
"obrigada respeito voc conosco , receba solidariedade carinho , saudade s vezes di .",0
"ta porra lagartixa , bebeu agua caralho",1
vamosss semi simple . grande vitria hoje .,0
"prefiro bater pau , at gemer prazer , dor cliente .",1
cara mostrou resultado pesquisas imagens via satlite eh sensacionalista ? ? ? ? ? sinceramente bolsonaro anencfalo caralho vai tomar olho cu,1
mano kkkkkkkkkkkkk puta pariu s rindo pra ter surto raiva,1
pqp s passo raiva nesse livro,1
fiquei bem triste vendo q ensinaram errado quadradinho pra kkkk vdeo incrivel,0
ridculo t4,1
"obrigada princesa , porra , t feliz snrsss",0
"segurando choro h dia , fingindo felicidade tambm . sentimento horrvel puta pariu . vida virou ?",1
filme lindo,0
", , deixei desligado desde ontem esqueci ligar hahahahaha dou dessas infelizmente rsrsrs vou ligar agora",0
burro caralho .,1
"vai fuder , gamei , t namorando",1
vou olhar flor,0
pessoal comendo cu haron posebr merece ter desmerecido trabalho,1
assunto kkkkk,0
homem ridculo invejoso,1
acabou publicar foto amazona,0
pedir favor pra beatriz cu ! puta pariu .,1
foda feio ter q sair casa,1
"rt esquece tudo l , ainda nao hora , deixar ir embora , vai ter voltar atrs",0
indetificadaaa,0
fandom fodido outro trata hailey feminismo certo empatia porque s aplica prpria fav,1
vou derrubar conta vgbund,1
ai olha ... amo,0
desgraado n,1
"medica disse cirurgio q tirou hernia melhores brasil hahahaha descobri mtodo fizeram novo , s ano expandiu paciente ideal pra tentarem 18 ano cm hernia disco .",0
s idiota la kkkkkkk brincadeira,1
menino idiota mundo,1
sei q cu inferno vc nao exolica nada ta,1
"s pior porque existe sensao abrir app banco ver conta exatamente 0,73 r. sdds salrio",0
piranha bato passa jogano xrc,1
rt reciprocidade tudo pessoa faz questo vc faa,0
tava aqui provando vestido p hoje mae solta deve difcil n piriguete frio,0
3 nego quitaram pqp vei,1
visto vc nao sabe contar ne filho puta pai,1
"acordei desesperada vitria ligando monte mensagens , fiquei assustada pensei acontecido algo . , fdp s queria pedisse comida pra , dio",1
rt sonho ver tema recebimento time,0
geeente ajuda ! ! ! retweet favor s pra ter alcance quiserem compartilhar facebook link,0
"engana diz ativo chupa ! queria dar fez cu doce s chupou pediu pra tomar leite he wanted to be fucked , made horny but only sucked ! he eat all my cum ! full on onlyfans",1
"trailer 13rw t caralho , pq nng falando disso ? ? ? ? ? ? ? ? ? ? ? ?",0
vai toma cu ...,1
ate ta puta trouxisse agr kkkkkkkkk esquento,0
ngm entende porra ansiedade at ter crise conviver algum eh fodasse,1
rt pessoa feia gosto,1
"sempre dou jeitinho , bruto , carinho , porque deus fez assim dona mim . deixo f guiar sei dia chego l ... msica , pqp , defeitos .",0
vai tomar cu deixa jogar ps4 paz,1
lendo s consigo lembrar 2017 onde ficava falano 1monte bosta sobre bts junto outro escroto,1
adianta pessoa bonita ridcula dentro ?,1
defesa todo dia to revendo alguma matria ento ta tudo certo,0
sendo divida pensamentos vou mt julgada sair pra almoar chinelo meia pau cu sociedade,1
"tentei fazer lomotif pra postar aqui gostei tanto , acabei ver q menina acabou postar mesma musica , cacete viu",1
rt bike facilita tanto corre pqp,1
amg n ta dando chata demais,0
feia onde porra,0
to muita saudades vai tomar cu !,1
20 milhes mortos segunda guerra mundial discordam dessa comparao ...,0
"macete caralho , macete caralho",1
comeou discusso sobre saber cpf to falando dessa porra tl tempo todooooooooooooooooo,0
comanda pf ? ? ? ministrio justia ! ! ! ! ! !,0
t tudo ir sudoeste menos caralho .,0
"programa maneiro , coisa sabia existia muita gente sabe tambm pq passado , s atendimento irmo prof falam atendimento 100 porm sabemos",0
"mano arrependo nada , tudo fiz trouxe algo , felicidade pra caralho , aprendizado sobra",1
"obrigada felipe , tudo precisava ouvir .",0
carai raff mandou dis p recayd mto foda kkkkk,1
"rt queria bonita fazer lomotif bonito , feia vai merda msm",0
rt p t mal pessoa fica boa,0
"fico olhando fotos fico , pqp verme deixou pessoa assim escapar",1
"vc pintar cabelo d rosa vai ficar parecendo vaca rodrigues , mylena .",0
morta kawaii n podium vir 3 bicha 0 orgulho acredita q quase chorei achei q erza morreu ? ainda bem q n filhos nessa poca iam todos chamar natsu gray erza luci q ver,0
"deus cu coisa feia . gostaria ver qnd homem , pq mulher ficou feio demais !",1
"numero 1 fato ter q ir nesse sol caraio comprar oito quilos areia , abenoa deux",0
"n ganha olimpada fudendk , vao tomar pau continuar desse jeito",1
"13 ano guria falando casar ? ? ? ? at sai grupo pqp , vai estudar mano",0
rt qq custa enfiar doi dedos buceta ? ? ? ?,1
cacete preguia sair,1
"aguento ver irmo assistindo masha urso , fico irritada , vocs j viram coisas masha faz urso ? pqp deixa merda urso paz ! ! ! ! !",0
"rt vai toma cu , criana 6 ano md",1
"algum explica voz ? ? ? pqp , chorei",1
youtube enfia doi anncios seguidos cu pfv,1
vamo kakakakka casa tb,0
jornalecos s passam vergonha kkk,1
amoooooo quero ver,0
agora morre chupando prprio pau,1
"amigo td bem , agr querer controlar devo ficar , oq devo fazer , vtnc",1
povo precisa stf . povo escolheu ningum stf . povo est sendo sempre prejudicado stf . stfvergonhanacional,0
ruim pra pedir desafio tcnico azerbaijo,1
"porra , vov snia arrasou bife fgado acebolado , pra n gosta t ...",1
kkkkk meno faz homenagem pro outros kkk feio,1
"importa onde voc nasceu so pais , futuro s voc pode construir , voc escolhe famlia vai nascer pode criar prpria famlia amigo voc escolher , descendants3 prova voc dono prpria vida",0
"punk boutique , apoiadores extremum direita favor estado repressor causam risos . agora vai l , diz joo gordo traiu movimento !",0
metade ano j passou entendi nada,0
"vdeo diz tudo sobre mora lugar pobre trabalha duro pra conquistar coisas , d pra colocar vdeo muitos contextos , humano assim",0
vontade bater vou chamar p fuder,1
preciso defender parece claro referiu reforo plantel posy onde j havia lacuna sada 2 jogadores inteligentes plantel . to propalado benfica europeu deve ficar poca adiado .,0
n q vc conversa 24h sim independente distncia tempo fica falar amizade intimidade continuam msm !,0
rt puta mordida lingua vai tomar cu,1
"d beise , racista caralho",1
irm insuportvel pqp bicho chato,1
rt 35. justin bieber babaca,1
rt sonho,0
"odeio gente q fica dando rt porn , vai transar porra",1
q levantar pra beber gua pqp,0
lizzie tom pqp casalzo doi,0
rt odeio meta mao perfume tnc,0
"rt soberba j escroto pra grana poder , imagina pra pobre fodido",1
"ningum est bem vida . todos n jardins secretos plantae infrutferas . demonstramos estado felicidade , porque felicidade ideal animal moderno inventou suportar peso prpria existncia .",0
"rt pqp , acordo cedo p ir buscar boa provavelmente n vai vir , acordei cedo atoa",0
p foder ainda voz linda tmnc,1
lembrando ontem quase bati primeira vez cara macho escroto,1
"vdd vdd amo todos , caso n gosto mt postar stt d mt vontade fazer grande lbum trechinho msica",0
porra eh q vi ? ? ? ?,0
"tambm representam riscos recuperao complicada problemas partos seguintes gravidez ectpica , desenvolvimento anormal placenta , outros .",0
rt aposto 1 real casa sacola monte sacolas dentro,0
m ... ! dia 20 logo ali,0
"irmos maria mandando udio sei q gosta gente , vem aqui q quero ver menina hshdhshsh amor",0
triste ver amigo infncia mundo crime ...,0
dia vou derruba pilantra fele puta kkkkl,1
tava tudo ok ver jungkook todo estiloso cabea baixa at levantar rosto dar sorriso seguida bater palmas pedido seokjin chamou bom garoto derreteu toda maldita dualidade,0
"ei ! voc nota baixa . voc desemprego . voc faculdade concluda . voc comparao famlia vive fazendo pessoa x , sempre serve exemplo . voc nada pessoas dizem voc . voc voc .",0
ok s saio agr chegar assim,0
"n entender fsica matemtica ok , agr n entender qumica q rola qnd gente olha atiando p ver qm resiste j dm",1
"juanfran bom apoio , timo marcao ajudar cuca mudar esquema queimar alterao . pode jogar zag linha 3 , le jogar 2 linha . lado godin sustentao defensiva simeone . muita coisa . puta contratao ! anuncia logo r",1
"acordar notcia madrasta , puta , ajudou matar mel presa ... desculpe , , priso pouco descanse paz , anjinho mel !",1
"fao sempre , amo carai . s nunca cine sozinho , resto",0
cheguei goiana t rolando raggae carai casa ? ? ? ? ? ?,1
rio sozinho gargalhar memo vendo porra,0
in dm,0
"apaguei sexo , tambm gostei jeito complexo , vamos fuder dnv",1
tag tt mundial . parabens todos . stfvergonhanacional nasruascontrastf,0
cheguei casa gritaria aqui porra,1
amanha pode tera eh n sabado,0
"50 milhes conta resto corria atrs , simple .",0
veia ta quase morta msm assim insiste anda onibus 6 matina vai tomanocu vai lava quintal desgraca,1
gente serio q set horrvel vai toma cuuuui caraio,1
parabns mlk,0
rt voc idiota mentira ento olha pra mim,0
"pq perto trabalho , logo logo to bacuri pra cuidar . kkkkkkkkk",0
caralho deu maior merda agora,0
mandou fofoqueira kkkk,1
"uma diabas cintura mt fina mano ,",1
rt nada vem uma lembranas certas situaes unico pensamento md troxa d,0
"mae encontra pessoa rua fica 1 hora conversando , pqp",1
fdp passa l jogo vocs s 1530,0
kkkkk fdp,0
"jesus venceu deserto ado fracassou paraso . lugar , so escolhas !",0
caso elizabeth moss cresceu dentro cientologia pq pais sempre fizeram parte . julgar pq ningum sabe coisas passou dentro dessa religio,0
"ultimamente toda vez sinto crise ansiedade t aproximando , fao ktia cega comeo ocupar mente outras coisas . funcionado . s prestar ateno supostamente t sentindo .",0
to brava disfarar kk palhao mpn joaoguilherme mpn jadepiconig mpn nowunited mpn uniters,0
peguei susto rg cpf topo trend ! ! j pensava bostanario feito cagada .,1
retratese mostre honestidade dignidade .,0
vou dar ghost mudarme bem longe,0
bicho sonho fazer,0
guaxinim vizinha cara nxzero nao lembro,0
"inventar assistir web srie enigma viih tube s fazia rir , puta merda ! kkkkk",1
kkkkkkkkkkk caralho nao aguento viverkkkkkkkkkkkkkkkkkkkkkkk,0
cara pau,1
"raa maldita , assassinos .",1
"26 ano tomando cu pra aprender coisas diz desde sempre nunca ligo , exemplo abrir coisas faca pra dar merda . ontem abri rombo mo , 13 faquinha serra entrou mo assim",1
odeio gente homem principalmente velha fica forando simpatia cm gente,0
"acima joelho p mim , s jogar bola , resto mongol",1
"pessoa faz merda , voc fica puta raiva , culpada voc",1
plato aristteles perto mim,0
"p irmo , fica bem",0
"rt enquanto l andei tudo queria mudar escola , hoje dou valor",0
caralho mulher gata demais mano nao sei lidar,0
pode ? pode contrariar satan ! forabolonaro diretor inpe exonerado aps crticas bolsonaro dado desmatamento,1
"rt dear best friend palavras pra descrever cara , vc simplesmente tudo , obrigado simplesmente existir",0
saudades jogar vlei levar bronca,0
rt s lembro matava aula cria ia pra porta dessa escola kkkkkkkkk pal quebrava fi,0
suporte feio ! peixe podre . janna maior,1
"role aleatrio porra sent ronaldinho , tava boteco tomando uma ai nada mk",1
vsf guria linda,0
"hari inveja paulinha voc versa , ambo apiam outra , desejam sucesso cada . cada faz sucesso conforme dia caractersticas . gente aceito , invejoso .",0
"rt libra primeira grande decepo , voc comea desconfiar tudo todos .",0
cu assassinokkkkkkkkkkkkkk tudo bem mo,0
rt ainda cima x9,1
"relembrando partiu insulto primeiro senhora , chamandonos histricas patticas . h vrios estudos estatsticas , s procurar . aceita postei insiste pedir outros fazerem pesquisa si , problema s .",0
mae todo dis kk,0
bem feito q levou pau,1
rt cachorro amg comea rodar cantam parabns pra kkkkkkkkkkkkk,0
foras pra nada,0
"clipes respectivos donos dganle zaannbidieeeeeel hey dj remix richhhh s opinio importa , tava maravilhoso fazendo cosplay louro jos sof v pretend joel burgus pimentel vuelvo loco christopher piranha ninfomanaca vlez mevuelveloco",0
rt vai tomar cu aguento governo vou chorar puta pariuuu vai foder votou bolsonaro desej,1
"vai pro cho , fica lindo ainda",0
teme ridculo vive extraordinrio,0
rt kkkkkkkkkkkkk fdp desgraada,0
"bom dia , povo direito . ento estudantes estudam faro manifestao dia til novo ? ? ? tero colocar fogo barricadas forar trabalhadores parar , j ningum apoia ... novo ? ? ? vo ferir pessoas inocentes .. novo novo ...",1
"vasco t dando varias oportunidades meninos patativas , maneira atitude",0
professor invadiu banco espanha causa namorado tquio souber lisboa est viva possivelmente sendo torturada vai colocar fogo pa inteiro,0
"ten irm gmea foto aparece duas capa cc montagem ? kkkkkkkkk lerda aqui ficou meia hora tentando entender porra , cantada superou",1
"falar mal dessa obra arte ? ? eita povo invejoso , t linda",0
arg sinto mto vc ter passado situao . mt irritante pqp impaciente cm grossa desse jeito ia largar logo ent foda sozinha kkkkkkkkkkkkk,1
mpn tazercraft tribta doi,0
"olha cara aqui twitter consegue fazer mano , cara txico demais , ningum sabe passa cabea outro fala par merda pra pessoa , c carter lixo namoral",1
"pior gravida existncia humana , f dona serie vulgo nairobi vai ressurgi cinzas un tapa nessa maudita",0
"mo t coando , vou ganhar dinheiro ?",0
"irm tacou controle cara , fdp kkkkk",0
"virei dj modinha , mulher , fama menos dinheiro , pra sincero quero receber retorno ano luta nessa profisso desvalorizada , onde s bom vem . quero viver vida sonho tempo chamado vagabundo dj",0
querer pegar muie,0
q lindo,0
nada olhos enxergam lembram corao voc .,0
governo acha brasileiro burro s pode olhar regra saque fgts,1
queiroz ningum acha ? ? ! !,0
moleque desenha pra caralho .,0
caralho enjoo,1
vai foder kkkkkkkkkkkkkkk,1
orgulho fodido,1
n coisa q goste q ouvir pessoas sabe .. interesso pessoas falam respeitoso inserido contexto .. dai sempre exposio social tipo rols mil chego casa fico vagando tudo q dito,0
filha puta,1
viado bicho estranho msm viu ein,1
to completamente apaixonada moo odonto pqp,0
"bem psicologicamente , to fisicamente , porra mermao t brabao",1
"cara muda voz personagem nada dio , mina mo jovem cara coloca velha pra dublar",0
"to vendo gente t ai pra futebol pro so paulo , comentando daniel alves . efeito jogador causa !",0
porra martinez absurda ace verdade,0
s fao merda md pq to retardado cara consigo ficar fazer merda vsf vida,0
"chupo rabo , meto lingua , deixo bem molhado meto rola ...",1
"filme bom fato , tp pra assistirrelevar histria tlgmas chega final caga tudo vc fica puto filme td kkkkkkkkkkk opinio vc n viu melhor n ver considerar 3 final msm",0
responde dm vagabunda linda aq risos ih kkkk,1
mano ... hoje aniversrio filho mark lee ? ? ? ?,0
"vou lavar cabelo pra ir nesse aniversrio cabelo arrumado pra disfarar roupa maquiagem q vo star merda ali , vou passar sombra pra dar chance erro ficar feia , melhor assim",1
"carai ta dahora ver evoluo one principalmente , melhorou desde cblol comeou",1
"prenderam atores , hacker .",0
"64 mortes , pa economizar r2,6 milhes ano j cada lixo desse custa pa r3milms . economia , pa pode investir sade humanos j mortos animais so . algum joga futebol cabea decapitada humano ?",1
"rt poxa pq ningum interessa mim , serasi feia tambm",0
porra pamela,1
md so fao merda quero voltar pra barriga mae tentar fzr td certo pq pqp md,0
respeita funk caralho,1
culpa mestre lixo joga nao desliga vpn cuzao,1
rt palhao it nao comia s crianas ? !,0
t hr perder saque porra,0
diria walter abraho ...... ta gorrrdo milton neve hein,1
to t !,0
vota ai caralho,0
mano amo eh real,0
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk uai ? ? ? ? ? to normal,0
todo dia msm mandando udio p feres puta vida rindo,0
"detesto pais mente fechada filhos j so maior idade proibindo fazer coisas simple , furo nariz apenas , gente fala srio , furo nariz , pqp",1
bem feito dono psg enquanto gente pa passando fome dificuldade psg desembolsa milhes compra lixo neymar,1
algum t mentindo .,0
crio crush numas pessoa nada v foder,0
"vsf , vai ficar pedindo camisa",1
vou ter q tirar dinheiro cu pra comprar van coleo harry potter,1
governo bolsonaro mantm mamata gestes anteriores,0
j to h doi dia tentando conformar ideia sair colgio onde estudei estudo durante 6 ano ano vem pra estudar l pqp rj ..,1
